text,球迷的聊天
huhuhu sayang,1
HM今天狀況似乎不太好？,1
我等等打給他關心一下,1
對狀況不好,1
我好想看林雍順復出,1
再跟各位分享他的心得,1
huy,1
jusmeyo,1
too much error,1
你是愛我 還是恨我,1
阿順復出王明浚也復出一下,1
噴裝,1
又穩又強,1
今年特穩,1
niceone,1
國際賽也都是那幾個在配,1
Ayan break! ,1
niceeeeee,1
雖然我是師大的但我還真的沒打過mizuno😂,1
罩,1
關鍵分,1
莫再提黃宇辰...,1
第五局是十五分嗎,1
piste,1
他不是受傷⋯,1
是15沒錯,1
不燃哩,1
第五局50分,1
great,1
追平了,1
gi kabuhi nako dri,1
Mananahimik na ulit ako ,1
曾也⋯,1
嗨,1
有人知道禹良聖的近況嗎,1
Malakas mizuno ung no.8 nla,1
沒辦法啊 機會是自己爭取來的,1
這場是怎樣,1
阿發!,1
禹不是去韓國了嗎？印象中,1
一球一分诶,1
發了,1
念研究所中吧,1
年輕人不成氣候 怪誰,1
畢業了,1
發發發,1
簡看訪談交大好像畢業了,1
兩邊對決,1
當初師大人才濟濟，才沒把SUNNY哥放進MIZUNO???,1
禹在韓國大學打球,1
比飛的...,1
lapit na ng 15😅,1
感覺溫奕凱打球沒高中的殺氣了,1
是不是要請個髮型設計師 好多鍋蓋😂,1
kerker終於忍不住開始洗頻了嗎,1
挖,1
un o,1
🧍🏻‍♀🧍🏻‍♀,1
好傷,1
縙柏廷鑫鑫不在焉喔,1
?????????,1
哇….,1
溫這季不再只是大力轟 感覺有在思考 打的蠻漂亮的,1
傻眼,1
這太傷了,1
不事= =,1
不要洗留言,1
 牙薩,1
oh my god,1
不要洗留言,1
kobe 假動作 ,1
洗什麼東西啦,1
別洗頻啦,1
Jerker有夠可憐,1
不要放喔~,1
送分廷,1
可憐,1
將功贖罪,1
洗留言的可不可以封鎖他啊==,1
哈囉,1
管理員管一下ㄅ,1
好了拉Ker ker 這麼會怎麼沒看到你上場,1
GRABE YUN ,1
不要放棄 水,1
善用封鎖空,1
功能喔,1
哈可憐,1
太扯,1
太扯了,1
這兩隊好拉鋸,1
水,1
松柏亭記取失敗,1
會玩球,1
找不到適合的牌子,1
越網擊球好像沒得跳戰,1
水,1
一球一分,1
這怎麼守,1
ano un?,1
:yougotthis::yougotthis::yougotthis::yougotthis::yougotthis:,1
水,1
再,1
哇...,1
柏廷哥有點慌,1
胃超痛,1
乾 超強,1
消音了,1
no 打满5局,1
跟去年比完全不一樣,1
起飛了～～,1
超強,1
哇,1
一路斜線啊 各位學弟們🥲,1
胃好痛,1
餵太兇了吧XDDD,1
首得好,1
又打到30這樣🤣,1
SKR,1
敏狀態不好,1
鬼守,1
加10块 🤣🤣🤣,1
SKR,1
SKR,1
SKR,1
SKR,1
我快吐了,1
grabe yung floor defense ng mizuno😮,1
到底為啥要請小朋友,1
SKR,1
今年都要自備小毛巾擦地🤣,1
15分打到30 很夸张啊,1
ˊˊˊˊ,1
是不是自己擦地板看三米線,1
Brian不知道會不會講中文,1
哭阿,1
五局還duece,1
還有機會,1
"不要問為什麼, 規定就規定",1
溫！！！,1
拿下,1
溫今年成長好多（話說我去年只覺得他比較靠蠻力打球）,1
GG,1
率,1
...,1
超棒封掉,1
哇哇哇\\,1
 wooooow,1
扯,1
抓戰犯時間,1
RRRRRRRRRRRRR!!!!!!!!!!!!!!!!!!,1
哇喔,1
發！！！！！！！,1
率,1
nice,1
揭發,1
爛,1
:yougotthis::yougotthis::yougotthis::yougotthis::yougotthis:,1
nice play,1
意想不到,1
QQ,1
左二我愛你,1
哭了,1
發發發,1
吊打66趴,1
送柏廷,1
那球不接可能藉外,1
送分廷,1
sayang.. congrats bazooka.,1
 good luck,1
7,1
發發真的褲,1
真慘,1
酷,1
SUNNY隔空喊話真的好好笑XD,1
送柏廷在搞,1
QQ,1
QQ,1
QQ,1
👍👍👍👍,1
QQ,1
!!!!!!!,1
今天又要打到9點了,1
!!!!!,1
回去再練吧,1
就是要用心球迷ㄧ定支持,1
:elbowbump:,1
好喜翻好想被釘,1
釘死我,1
看到爆米花吃完了直接吃手手,1
送博廷下去,1
採訪送分廷,1
差很多,1
去年還有點戳,1
今年真的變好強,1
經過國際賽洗禮不一樣,1
今年大家可以專心打球了XD,1
:yougotthis:,1
期待明年大專盃!!!台師大可以吧!!!,1
所以他都用上手接,1
台師大今年有機會了,1
溫今年真的有用頭腦在打,1
台師大今年真的有機會了，比去年大進步啊,1
不只是無腦大力K,1
中原吧,1
好想看台師大再拿一次冠軍QQ,1
麥的聲音好像有點小XDD,1
今天之後要多一堆發粉了,1
靠30分,1
太扯了,1
成功率啦 還命中率 打籃球喔......,1
目標也訂太小了吧，有信心點啊!!!,1
結論就是 自信即巔峰XD?,1
會不會哪天光頭有機會來打一下,1
這個人的訪問聽起來舒服多了,1
3年後的感觸一定會更不一樣,1
會不會哪天光頭有機會來打一下,1
打最久的一場,1
光頭跟排協玩完了 應該不可能吧,1
今天沒有女生對吧？,1
那是等等男生比完再來女生嗎？,1
真的 教訓一下,1
做最壞的打算啦,1
對,1
笑死hhh,1
我等一下打電話給他罵一下稍等我,1
第三場是女排,1
打到12點,1
練球啦,1
請問企業聯賽球衣只能到20號嗎？,1
什麼時候總冠軍啊？就是今天！,1
安安,1
就在鯨天,1
明天會更好,1
鯨天,1
半夜最公平～,1
林易辰還錢,1
霍元甲你何時京門第一 就在今天就在今天,1
借一下廖鴻基的書來應援 鯨生鯨世！,1
管理~范家萱小姐,1
半夜最公平！,1
就在鯨夜,1
就在今夜!!!!!!,1
就是鯨天,1
就在鯨夜了,1
就在今夜,1
就在今夜！！！,1
就在鯨夜,1
就在鯨夜了,1
不給破蛋啦,1
就在今夜！,1
就在鯨夜,1
希望今天啦 但是又想多看一天賽事...,1
鯨天不回家,1
想多看一天比賽,1
軟鯨天～,1
就在今夜~明天會更好,1
給老師大聲公！！！,1
打爆缺電公司,1
好,1
中動,1
打爆漲價,1
對啊留言超白癡的,1
cover好軌,1
連戰？,1
哎呀,1
煜淳好可愛喔,1
看今天女排可不可以破萬,1
可能比較難,1
女排比較難,1
男排也是有菲律賓迷加持,1
👍🏻👍🏻👍🏻👍🏻👍🏻,1
現場人超多欸,1
因為有可能見證冠軍！,1
開局不錯，兩隊有來有往,1
怎麼說 ？,1
漲價,1
所以什麼是凹憂……聽好幾次了,1
希望能出一個擺臂特集,1
對啊是什麼沒聽懂xd,1
台語,1
折腰,1
秀ㄍㄧㄩˊ就聽得懂了,1
感謝,1
高師大是國家未來的希望,1
一開始輸第一場球可能是意外，後來就變成是習慣了,1
好多術語XD,1
小黑xd,1
防護,1
罰球出包,1
哇,1
輕點輕點,1
中文吃太飽,1
缺電囉,1
差不多了,1
罩,1
第四顆🥲,1
...,1
前鑌比錯了 是四顆,1
漫不經心,1
這樣要怎麼逆轉....,1
信心要出來啊QAQ,1
魔咒,1
送了,1
好甜,1
昨天的左邊魔咒還在延續嗎？,1
那邊就雙塔還硬要往那邊打,1
短了 ,1
我靠,1
擋得好！！！,1
水拉,1
好啊,1
不來電,1
最後一分!!!!!,1
第一局拿下！！！,1
看到有點難過😫,1
帶情傷打的一堆,1
掰~,1
挖靠,1
拿下拿下,1
前面明明咬得很緊 每次都後繼無力,1
舒服,1
水球,1
輸得莫名其妙,1
舒服,1
人妻累了,1
要有兇一點的人，不要再灌雞湯了,1
休息了半季還是一樣強,1
打到第幾局了OAO,1
默默錯過半小時= =,1
第一局剛結束,1
剛打完首局 XD,1
要第二局ㄌ,1
沒錯沒錯,1
感謝,1
想要紀念小球餒🥹🫶,1
會員要錢嗎,1
廣告很久欸,1
大家盡力打,1
鯨天一定要把彩帶拋下去,1
大概廣告要看三輪… XDD,1
觀眾好多,1
謝謝,1
人很多欸,1
人很多欸,1
這不是拜拜就可以解決的吧,1
昨天補班沒看到..,1
可以回看啊,1
回看還是很熱血！,1
直落3,1
？？？？？？？,1
沒先輸兩局不會打是嗎,1
這個...尷尬,1
...,1
小黑是不是有點累🥲,1
網子不給吃肉包,1
第二局也才剛開始~~,1
小黑今天狀況可能沒有昨天那麼好,1
或是昨天太累了,1
???,1
今天書何扛起來吧,1
那球太為難她了吧,1
想看阿非上場,1
曉珮體格真好,1
小黑真的累了~第一局就有感覺,1
我覺得今天是彼此彼此,1
好辛苦 兩隊都是,1
讓小黑休息一下啊吧,1
Bia下半身太重了，動作有點慢。,1
不是換小黑，哈,1
怎麼不讓小黑休息一下,1
感覺人都不在線上,1
馬上送分..,1
相信小黑！！！,1
曾菀羚,1
再補一下,1
又要追回去了,1
差點搞笑掉分,1
嚇死剛剛差點漏掉,1
守得好！！！,1
真的差點搞笑,1
主持偏見太重,1
又被追平,1
👏👏👏👏,1
可以把聲音關掉 ,1
有一說一啊,1
只有你覺得偏見,1
???,1
直落三了,1
痾......,1
公平+1,1
同意這個解釋,1
我也覺得很公平阿 打得不好要怎麼誇,1
但老師是恨鐵不成鋼,1
兩位評論員說得很好呀！,1
要看到血流成河嗎😂,1
各有表現，賽評一定會講解der，沒有偏,1
真人快打嗎，哈,1
誰打的好就誇誰啊 完全沒毛病,1
想看到血流成河,1
而且這個播報組合超活 也很自然,1
我以為小黑是黑人,1
台店家,1
這球漂亮,1
敢打敢打衝衝衝,1
敢打敢打衝衝衝,1
敢打敢殺衝衝衝,1
好棒,1
罩罩罩,1
欄的好,1
萌高,1
齁呦,1
Day 3 😆,1
持球！,1
持球瞜,1
說這樣偏頗的有看過錢公嗎😂,1
球太明顯了,1
一波5-0,1
高壓電的逆襲,1
突然發現男一裁好像很多肚子都圓圓的,1
生氣了但講話還是很溫柔,1
看誰的拼鬥意志了…,1
一球一球來,1
又拉近了,1
偏了,1
要被追平了嗎,1
彭雨柔真的可以,1
磅數很夠,1
有,1
我也喜歡,1
太空漫步,1
僅次於小光跟美靜老師XD,1
👏👏👏👏👏,1
有內賊,1
被反超,1
好了開始發揮了,1
直落三,1
:elbowcough::elbowcough::elbowcough:,1
磅數野購,1
NO,1
小黑今天狀況真的不是太好,1
有欸,1
觸了啦 還NO,1
終於討戰成功,1
天啊大林素子,1
我也是因為她愛上女排,1
我會遇到挫折 I can't deny,1
亂打,1
對誒，我也從大林素子，跟古巴俄羅斯對決開始看女排,1
小佩今天狀況也很好,1
打不好,1
周阿中🙌🙌🙌,1
曉珮進步好多👍👍,1
= =\,1
太貼了,1
太靠網了...,1
🤝🤝,1
回春很好🤣,1
還沒多老 就回春XD,1
好像有點壞ww,1
小黑今天感覺頗累,1
回春XDD,1
嫁人了還回春,1
嫁人了我也愛她,1
俐落的平行,1
^^,1
這局又丟了,1
太精采了,1
曉珮!!!,1
擦地!!!,1
曉珮😀,1
Bia不累欸,1
比分咬好近精采,1
碧雅沒有極限喔,1
線審XD,1
線審怕,1
打到線審😂😂,1
鯉魚!!!!,1
1分差,1
現場好多人,1
NO~,1
有臭又驚,1
出事,1
滿滿都是人,1
直落三,1
沒有~,1
換血期,1
完蛋,1
荷！！！妳幹麻！！！,1
Out,1
出大事,1
連霸六年了,1
聞到逆轉的味道,1
別給四號位了,1
要講幾次,1
自爆的味道,1
！！,1
紅不讓,1
Bia Nice ,1
26-24,1
早就應該給二號位了,1
?,1
omg,1
太鬼了~,1
啊 心臟好痛,1
鯨或太並啦！,1
語媃年輕敢打,1
阿彬要生氣了,1
超好笑,1
虐心劇 二部曲…,1
超可愛的,1
心臟好痛,1
哇~,1
NICE,1
omg,1
OUT!!!!!!!!!,1
平了,1
Out,1
OUT!!!!!!,1
局點拿不下來,1
out,1
out,1
繼續duce,1
Out,1
OUT!!!!,1
整顆out,1
out,1
好可怕拜託out,1
好險,1
差一點點,1
out,1
催蕊,1
水[,1
ya,1
out,1
靠北,1
太明顯了 out,1
心臟受不了,1
心臟好痛......,1
其實是下一場 因為要卡位😂😂（過來人路過）,1
心臟快停了,1
out！！！,1
一公分好恐怖,1
一票可以看兩場 早到早享受,1
兩分結束掉,1
Bia!,1
拼了！,1
黑哥！,1
小黑‼‼,1
!!!,1
聽了,1
小黑嗨起來,1
Bia!!!!!!!,1
30分打起來,1
bia👏👏👏😭😭😭,1
XDD,1
強心臟是小黑！,1
炸！,1
小黑醒了,1
有速度,1
有機會打到30嗎,1
speed!,1
30分嗎,1
最喜歡bia這一點了😭,1
回春了,1
27-27!!,1
回春了,1
超拼,1
熱血,1
靠,1
催蕊了啦,1
好扯,1
太鬼了,1
回春回春,1
心臟跳好快,1
這波太美了！,1
xd,1
Bia!,1
戴：？？？,1
XD,1
拼了,1
球給李玉沒毛病,1
笑死,1
治平哥😂😂😂,1
= =,1
拚30,1
好誇張,1
Bia也氣了,1
Bia!,1
Bia nice,1
爛網沒跟,1
現場好賺,1
感覺有人在臭欸 ww,1
真的 XDD 剛那說法我也覺得怪,1
音樂??? 😆 ,1
大空檔毫不客氣,1
bia go ,1
挖,1
29,1
DJ在亂嗎,1
快30分了,1
跳出來啦,1
尻他,1
Bia!!!,1
Bia火力 ,1
Bia!!!!,1
Bia,1
天阿,1
還是很穩定,1
要不要先停戰休息五分鐘 我們心臟受不了,1
今天值回票價欸（羨慕,1
體力的考驗,1
29-29😱,1
比男排還精采,1
明年續簽bia拜託,1
看到手心冒汗,1
Bia!!!!!,1
這局😂,1
50比50了啦,1
怎麼可能不簽Bia,1
Bia！！！,1
又平了,1
太扯了 打不完了,1
Bia很難守,1
bia一球一分,1
60-58,1
破30,1
30了,1
bia好薔,1
心臟太不舒服了啦,1
Bia!!!!!!!👏👏👏👏👏👏,1
Bia!!!!!! You are my hero!!!!,1
可惠終結了啦,1
🇧🇷🇧🇷🇧🇷,1
比男生打的長,1
缺電,1
看可不可以破40😂😂,1
高張力比賽,1
拼意志力的時候,1
看了都累,1
Bia 打,1
會不會4040,1
領先了,1
沒有!!!!!!!,1
no,1
😀😀😀😀,1
沒啊,1
超關鍵,1
拚穩定度跟意志力,1
😀😀😀,1
沒有,1
沒有,1
沒,1
no,1
結束不了阿阿阿,1
大家休息一下,1
弄獅😂😂😂😂,1
😆 😆 😆 ,1
讓他們休息一下,1
好可愛喔,1
好誇張 打到30平,1
有,1
🤣🤣,1
手指？,1
！,1
野阿,1
靠,1
有阿==,1
暈了,1
有阿,1
這個沒有？？,1
有阿,1
有點詭異喔XD,1
這個沒有？？？,1
有欸,1
感覺好像....?,1
沒有,1
這樣對嗎,1
有碰到啊,1
31,1
31 31,1
就沒有啊,1
沒有呀,1
又平啦啦啦,1
那手指很明顯有TOUCH吧 XD,1
31平夠了,1
繼續往後累計,1
要打到明年,1
來個40分,1
沒有,1
搶40分,1
單手推不過雙手,1
心臟好痛QQ,1
漂亮,1
!!!!!!!,1
7,1
拿下啦,1
漂亮,1
YAYA,1
哇！,1
👍,1
水水水水水,1
天啊,1
😭😭😭,1
這是分數新記錄嗎？,1
彭雨柔真的很強,1
終於可以去厠所了,1
大家喘一下,1
冠軍賽的精采內容,1
:socialdist::socialdist:,1
扯,1
一堆人膀胱要爆了,1
這不是新紀錄,1
現場一定嗨爆,1
可以去尿尿了,1
雨柔之前都跳太慢 這幾球有打出身價,1
大家趕快心臟休息一下,1
企排歷史上單局最高幾分啊,1
這就是冠軍賽！,1
現場廁所要爆滿了,1
後面的體力續行很關鍵了這局太久了,1
74,1
74,1
史詩級的第二句,1
男生今晚又不知道要打到幾點了🤣,1
感恩,1
語柔今天很鬼,1
台大廁所應該比中原多,1
廁所排隊中~~,1
男子爭冠要後延了 😆😆,1
明天段考,1
女排結束剛好吃飯,1
準備點 uber eats 了,1
常勝,1
一個sport好多種發音XDDD,1
484有人偷偷工商,1
73勇士都丟掉冠軍了，例行賽和季後賽本來就很難說ww,1
現在觀看幾個人了啊,1
史詩級的第二局,1
我要從哪裡看,1
企排史上有比這局分數還高的嗎,1
比赛再次重新开始！,1
絕對有 今年男排就至少有35的了 有沒有更高的忘了,1
運動員都要冷掉了= =,1
.................,1
官員時間,1
？？？,1
官員宣傳時間,1
？？？,1
回血時間,1
這時候介紹啥意思,1
剛剛打那麼久,1
沒辦法,1
官僚文化 閃邊,1
回補一下,1
噁心~,1
？？？？？？？？,1
要資源 就要給他們曝光一下,1
官員致意???,1
官員下去,1
趁機好好休息一下,1
請問官員有買票嗎？,1
開場就算了,1
這個環節就是最無聊的部份,1
也好啦 剛剛兩邊都很累了 休息久一點好了 😆 ,1
蔣萬安沒來哦？,1
為什麼不在休息的時候介紹一定要哨聲開始才在那邊官僚？？？？,1
官員來支持也要記得給資源啊,1
台灣體育會停滯就是有這些協會~閃邊啦,1
不過之前不都開賽前介紹？,1
噁心官僚,1
雖然很煩 但能讓他們休息一下也好,1
司儀看起來不是很情願ww,1
那我也要免費,1
可能因為現在才全到,1
球迷才是貴賓啦 這些官是...................,1
他,1
很官僚很無聊，但說真的要有資源還是有代價,1
講完可以走了,1
確實,1
記得上一場還有台北那位副市長有來,1
這局沒有圖噎 是要介紹官員的關係嗎,1
沒人坐到最後,1
簡單介紹就好 不要花太多時間~,1
Bia! 穩定,1
雨柔磅數真的棒,1
體育署長,1
Bia 會不會太累 好多球都靠她,1
球給李郁沒毛病,1
🤣,1
長官好,1
漂亮,1
😂😂😂,1
還一顆直線,1
拉開空間,1
那不就是不夠嗎,1
邱署長,1
上一局打太久，看這局會不會多換點生力軍,1
差點失言lol,1
本土洋將ww,1
哈 靠邀 本土洋將是啥啦,1
本土洋將,1
可會有夠穩,1
什麼叫本土洋將？,1
本土洋砲,1
因為都是本土矮醬,1
身材跟磅數媲美洋將吧,1
像是洋將的身材,1
主要是說他的體格跟磅數有到洋將得程度,1
邱署長 XDDD,1
我愛邱署長,1
歪了,1
這球打手就夠了,1
拉開到三分了,1
先把名字打對吧,1
本土洋將發揮,1
湘凌!!!,1
事情大條了咧,1
不急明年再來,1
阿龍到場了,1
美女,1
最可愛的詩請,1
荷語,1
連懂,1
阿如,1
阿龍,1
何雨,1
湘凌和禾雨,1
湘凌！！！！,1
阿龍,1
本土洋將 就是血統本土 技術洋將阿,1
熟悉的臉,1
林禾雨,1
禾語,1
禾與,1
余何語,1
湘凌,1
余禾語,1
原來是去澳洲,1
還想說禾雨去哪裡了,1
阿龍阿隆我愛妳,1
䒩語！,1
去澳洲打球吗,1
余禾語,1
為什麼和語跟dago不打了,1
阿龍隊長其實也很漂釀,1
Dago印象中有受傷QQ,1
前賓要哭了,1
缺電,1
有,1
余䒩語,1
阿龍現在都在爬山了,1
Dago 去年大傷吧,1
去年初跟bia同一場有受傷,1
余䒩語主要是畢業了,1
十字韌帶吧,1
阿龍去澳洲享受人生,1
是退休？,1
Dago去菲律賓有打喔看起來恢復的不錯,1
今天少個小黑感覺差很多,1
Bia 今天好鬼,1
給Bia,1
不然荷語其實也打很好,1
明年已經有十家企業加入企排贊助，但有沒有組隊不知道,1
畢竟還是半職業賽事,1
看誰先崩(X,1
有哪些新企業啊,1
台灣有職業排球賽事嗎,1
偷臭 抓,1
沒有,1
有沒有職業要看觀眾給不給力了,1
沒有，企排就是最高層級了,1
輕扣,1
追上來囉,1
之前也有多留下來的不是,1
所以國家隊也都是從企排的選喔？！,1
彭政閔 今天好棒,1
包子👏👏👏,1
哇咧,1
扯爆了,1
繼續念研究所才會繼續打,1
台灣排球最高賽事就是企排喔,1
好防,1
一堆飛撲,1
急轉直下,1
撲的好!!!!,1
👍👍,1
水~~~~~`,1
是說他本來有講要念師大研　後來沒念了吧（？,1
彭政閔XDDDDD,1
一堆飛撲 扯,1
語媃力道十足,1
彭政閔在哪裡,1
喜歡看魚躍！,1
拼🌊,1
彭政閔 很會打反方向 台灣巨砲,1
絕不讓步,1
被敲出三支安打了,1
不用互讓,1
不成人形？,1
想看看,1
恰恰來個滿貫砲,1
笑死,1
為什麼這屆沒有明星賽,1
超壞XD,1
煜淳二刀流,1
本土洋將,1
可會！！,1
本土洋將,1
洋將!,1
進擊的巨人,1
小黑沒打開,1
有人知道為什麼這屆沒有明星賽嗎,1
高,1
太空漫步！！！ 哈！,1
洋將,1
對啊 小黑一直沒打開,1
有點南洋風味,1
沙爹,1
心臟不強不能看今天的比賽,1
好吃(誤~,1
明星賽是啥啊,1
閃掉,1
甜甜奶奶的感覺,1
我看成洋蔥醬😂😂,1
發呆喔,1
送,1
幹什麼!,1
我也想問怎麼沒有明星賽,1
?????,1
Ace！！！！,1
0秒出手偷襲成功,1
ＡＣＥ,1
Song,1
GABI!!!,1
GABI 強,1
罩！！！！！！,1
在發呆,1
反轉了,1
閃電戰術?,1
張力真高,1
明星賽就類似跟粉絲互動的表演賽,1
精華洋將,1
衝衝衝,1
為什麼這屆不辦明星賽,1
所以啊語為什麼不打球了ಥ_ಥ,1
剛剛也趕著跟阿弟要球,1
畢業了阿 有人生新規劃吧?,1
快發落點又好,1
Bia!,1
Bia重鎚,1
Bia 炮彈,1
排球魂大爆發,1
這啥招,1
要一波了嗎?,1
人家旅外打得好好的 就努力留在國外吧XD,1
李燕,1
像李燕,1
李煜穩的時候很好 不穩的時候會有有落差,1
1分差,1
佩佩,1
曉珮!,1
好像是因為賽事調整吧 所以才沒有明星賽,1
平了!!!,1
曉珮,1
曉珮,1
虐心劇啊,1
曉珮不要讓,1
沒過,1
不錯,1
太遠了,1
實在太遠,1
曉珮身材很頂的,1
這屆女排實力鯨為天人!!!,1
這是扣籃吧ww,1
這樣沒有越網嗎,1
真的要加薪,1
看起來有觸吧,1
？,1
沁瑤扛一個,1
好啊加薪,1
哦哦哦！！,1
肉包好吃,1
吃啦,1
越什麼網,1
老虎不發威當我們病貓,1
李玉剛剛自己都心虛了好嗎= =,1
😳😳,1
不信你們回轉去看,1
還是要靠Bia ,1
彭政閔 這一球打擊出去 又高又遠,1
回播超明顯觸,1
揮棒落空XD,1
精華的人也沒注意到的,1
罩！！！,1
給曉珮阿,1
從比數可以看到兩隊的比賽態度,1
都認真不想輸,1
觀眾好可愛,1
沒有,1
水,1
演技 XD,1
演技一流,1
這局會到幾分,1
洋將發揮,1
兩邊的勝負欲很強,1
洋將就是有！,1
洋將！,1
水！,1
水拉~~,1
這也是我的問題,1
可以啊,1
水,1
靠邀,1
聽牌,1
哇,1
好驚險,1
輸了,1
重要一局,1
這局都是洋將發揮,1
洋將,1
水,1
可惠比哥哥棒太多了😆😆😆,1
第2局拿下!!在一局就冠軍了,1
先拿下賽末局,1
本土洋將!!,1
三洋將發揮,1
本土洋將！！,1
四局！！！！,1
不要這樣啦,1
台灣女姚明,1
別亂配 關於這類的不宜開玩笑,1
為什麼是女籃,1
不應該這樣配對吧,1
無聊當有趣,1
不要歡配 林太太們會生氣,1
幽默當有趣,1
別搶我腦公,1
完全不想聯想到籃球ㄟ 女排太棒了,1
誰你老公,1
妳要更新啦~200多贊了,1
婚姻的東西 只有當事者可以講 外人說都會對當事者困擾 所以不宜來當玩笑 ,1
再一局拿下！,1
我想看打好打滿的第五局,1
不能忘了欄中,1
小黑快覺醒阿,1
漂亮,1
哇第一分就好黏,1
我愛曉珮,1
服了,1
碧雅無解,1
Bia真的不挑球打,1
bia沒有要續約嗎？,1
晚點一樣要講啊 沒差,1
來講法文 Je suis Taiwanais,1
國外球迷多啊,1
很多馬來迷,1
甚麼濾鏡,1
洋將！,1
go go go,1
小黑,1
可以啊,1
小黑這球!,1
舒服,1
小黑醒了,1
小黑要覺醒了嗎？,1
小黑超兇,1
小黑終於！！,1
睡著了,1
小黑是在?,1
小黑歸位就難了,1
好盡力,1
打太極了,1
打太極什麼鬼🤣,1
can u speak English ？,1
哎呀 ,1
慢慢地慢慢地打,1
是 Do u speak English,1
Touch,1
?,1
打太極? 打太急?,1
現在擦地板都要自己帶抹布嗎？,1
下來,1
要冠軍了嗎🥹🥹,1
慘了,1
out,1
8:5,1
"戰術沒了~""~",1
可怕慧,1
追上去啊 想看五局,1
20+ 好強！,1
國防部長在美國準備賽季了,1
要打全壘打嗎??,1
不只,1
絕對超過吧,1
100公斤,1
超過,1
188的壯身材,1
小黑恢復了,1
都是四號位,1
手腕運用得很好,1
不會有第五局的！,1
吱吱,1
漂亮的反擊！！！,1
水,1
NICE,1
本土洋將,1
即便落後還是很有對抗性,1
曉珮可愛,1
水,1
搶球,1
五局大戰,1
前鑌剛新婚欸,1
賞鯨團,1
印象中好像是飯店業？,1
晚上吃啥,1
飯店 好像,1
追到剩１分！！,1
怎麼記得好像是布料xd,1
晶華酒店啊,1
好多版本XD,1
總是要休息一下吧,1
有打沙排嗎？,1
我想法一樣 一裁蝦ㄌXD,1
精華工業 紡織成衣吧\,1
主審瞎了嗎,1
笑死,1
?,1
主審在搞,1
家精華的分喔笑死,1
整顆球都在場內XD,1
做太陽餅的,1
因為人家叫主審,1
維基寫菁華是紡織不知道有沒有錯,1
主審最大啊,1
虧大了,1
平！,1
打牌的,1
追平了喔,1
12-12!!,1
追追追,1
麻將館,1
冠軍的底氣,1
做麻將的,1
洋將,1
本土洋將,1
太陽餅,1
太陽餅,1
太陽餅,1
太陽餅,1
做面板的,1
默契一波欸,1
大吼,1
😂😂😂,1
明天猜拳好了,1
我想吃太陽餅,1
到底冠軍賽為什麼出現太陽餅😠,1
哇咧,1
台中太陽堂,1
不要亂講啦會有人認真XD,1
酷,1
.....,1
怎麼沒有人啊,1
搞笑???? 位子重疊,1
被擋了啊,1
請問梁社漢排骨飯好吃嗎,1
應該是互卡,1
位置都被擋到了,1
被擋到,1
小黑！,1
小黑敢打,1
小黑下手真快,1
這一場 哈孝遠有上場嗎?,1
好激昂,1
可以準備出門買晚餐了,1
哈孝遠的痛風好了嗎,1
六千多人可能是女排新紀錄 😆 👍,1
哈沒上場 還在跟洋將吵架,1
小黑哥好像沒打球了,1
有跟！,1
再九分就冠軍了！,1
等等李德威會跳發,1
穩,1
只好煜淳再來一顆了（沒,1
可以準備慶祝吃晚餐了,1
對阿 小黑哥哥去哪ㄌ,1
本土洋將,1
太精采,1
要不要2換3試試看,1
看台人好滿,1
今天晚上有職棒熱身賽嗎,1
感覺先吃會吐 太激烈了,1
凶,1
太黏了！！！！,1
完了！！！,1
去中壢就會比較中立了,1
??,1
這球漂亮,1
???,1
沒怎樣要哨音？,1
還是要楊梅一點,1
XDD,1
剛剛觸身球,1
吞下去,1
水!!,1
直接上壘,1
先擒王的概念,1
再穩一個,1
這顆漂亮,1
水,1
好鬼,1
!!!!,1
又差一分,1
敢打,1
彭 敢打,1
鬼吧,1
曉珮我愛你,1
彭這球漂亮,1
漂亮啊,1
1分差！！,1
水,1
敢打,1
敢打敢打,1
五局阿,1
好重,1
瓜張了,1
彭政閔 這球打擊出去 又高又遠,1
完蛋 還不能買晚餐,1
想看五局,1
追平囉,1
追平了,1
乾,1
Woooow,1
反攻號角,1
瘋掉,1
竟然!,1
又平了,1
曉珮!!,1
累了,1
想問一下這樣男排會在女排打完過後多久才開始有人知道嗎?,1
兩隊太辛苦了 打到今天就好 太累了,1
瘋掉,1
五局了啦,1
彭政閔的打擊真的頂,1
天啊 要五局了嗎,1
男女一起打明天啦!!!!!,1
在那邊偏袒誰偏袒誰有意思嗎🤣,1
連追四分,1
辛苦了！這局打完好好休息,1
誰不想看第五局,1
想看明天！！,1
這戴口罩的是誰,1
打完大概10-15分鐘後開始,1
想看陳述局,1
不想看第五局！,1
還買的到明天ㄉ票嗎,1
傻眼,1
???,1
在幹嘛,1
默契,1
???,1
乾,1
關鍵時刻,1
不會有第五局的！,1
搶球,1
！？,1
軟腳,1
冷靜冷靜,1
搶球,1
要不要把聲音關掉 ,1
要不要把留言關掉,1
覺得偏袒就不要開聲音笑死,1
姿~~~~~~~~~~~~~~~~~~~,1
他快死了,1
哎呀,1
有一說一吧,1
好累🥹🥹🥹,1
寶貝你要累死了,1
沒聽出來哪邊不公正阿,1
想聽比賽聲音啊,1
累了,1
只有你會笑死喔,1
不想聽就關少在那邊亂臭,1
