text,球員,教練,裁判,戰術,球隊
超跑不能用電動車吧 因為電在對面 😆,0,0,0,0,1
台電攻擊很強 舉球？,0,0,0,1,1
台電加油🥇🥇,0,0,0,0,1
台電教練差點要出手🤣,0,1,0,0,1
挑戰一下,0,0,1,0,0
素琴在哪?,1,0,0,0,0
素琴... 說不定在線上潛水 😆,1,0,0,0,0
素琴受傷!養傷中,1,0,0,0,0
幼群:elbowcough:,1,0,0,0,0
噢 超跑太多傷員了QQ,0,0,0,0,1
阿敏讚喔,1,0,0,0,0
加油台電,0,0,0,0,1
台電加油,0,0,0,0,1
阿敏好帥喔～,1,0,0,0,0
阿敏本土洋將,1,0,0,0,0
鄭教練 鍛鍊3-4年了 小意思,0,1,0,0,0
阿敏今天好猛😘😘,1,0,0,0,0
⚡⚡⚡💪💪💪,0,0,0,0,1
魚丸跟 Ale 配好的話也很不錯,1,0,0,0,0
阿敏應該都要一直在場上的,1,0,0,0,0
阿雅很讚,1,0,0,0,0
姿雅👍,1,0,0,0,0
阿雅!!!!!!!⚡,1,0,0,0,1
這角度好恐怖,0,0,0,1,0
姿雅女神回來了,1,0,0,0,0
超跑💪,0,0,0,0,1
今天的姿雅才是姿雅！！,1,0,0,0,0
用挑戰代替暫停,0,0,1,1,0
超跑又亂挑戰,0,0,1,0,1
挑戰在…會落在｡,0,0,1,0,0
今天得分姿雅跟阿敏太扯了吧,1,0,0,1,0
超跑的挑戰教練都沒什麼交代球員的,1,1,1,0,1
台電防守真的黏,0,0,0,1,1
卡拉真的用腦打球,1,0,0,0,0
這球是姿雅的吧,1,0,0,0,0
卡拉看起來有很多話想說,1,0,0,0,0
今天李姿瑩跟李諭都沒上,1,0,0,0,0
鄭教練又要不開心了,0,1,0,0,0
教練英文不錯欸,0,1,0,0,0
超跑教練嘆氣好大聲哈哈哈哈,0,1,0,0,1
早安瓈文姊☺,1,0,0,0,0
昨天台電男排教練直接罵髒話了,0,1,0,0,1
台電防守真的好,0,0,0,1,1
超跑有鯨華台電一半的防守就已經很可以了,0,0,0,1,1
阿敏得幾分了啊,1,0,0,0,0
佳茵今天我真的覺得不錯,1,0,0,0,0
挑戰,0,0,1,0,0
每對穩定性都是最大的問題 昨天可以3:0 今天也可以0:3 鄭教練嘆氣啊 🤣🤣,0,1,0,0,0
台電蹦上去的好快,0,0,0,0,1
黃瀞萱是不是幾乎球的落點都在底線前,1,0,0,0,0
鯨華是隔離兩周嗎?,0,0,0,0,1
請問阿敏是瀞萱嗎?,1,0,0,0,0
沒觸球阿,0,0,0,1,0
就沒觸網啊,0,0,0,1,0
這挑戰系統有跟沒有沒什麼差,0,0,1,0,0
超跑咬住 加油,0,0,0,0,1
謝謝球員們上線陪看球🥰😆,1,0,0,0,0
瀞萱的綽號是阿敏,1,0,0,0,0
瓈文今天沒比賽？,1,0,0,0,0
這鷹眼有跟沒有一樣,0,0,1,0,0
這季的挑戰系統是不是很容易出問題阿,0,0,1,0,0
剛瓈文說比賽取消,1,0,0,0,0
有畫面但是完全沒有第二角度可以放,0,0,0,1,0
可憐的二手中文鷹眼…,0,0,1,0,0
這一季的挑戰畫面播放速度好快,0,0,1,0,0
台電加油,0,0,0,0,1
照理來說兩邊裁判跟,0,0,1,0,0
連3球都不給 Carla 怎麼了,1,0,0,0,0
台電⚡⚡⚡,0,0,0,0,1
平手啦,0,0,0,1,0
超跑加油💪,0,0,0,0,1
高歆媛今天好強！,1,0,0,0,0
台電加油,0,0,0,0,1
超跑的外援笑容慢慢變多了 比開季好好多,1,0,0,0,1
⚡⚡⚡💪💪💪,0,0,0,0,1
姿雅誇張阿,1,0,0,0,0
🍊🍊🍊🍊🍊,0,0,0,0,1
ㄗ雅❤,1,0,0,0,0
台電腳步很黏,0,0,0,0,1
超跑這兩天的接球好很多了,0,0,0,1,1
台電加油,0,0,0,0,1
加油台電🥇🥇🥇🥇,0,0,0,0,1
台電加油,0,0,0,0,1
剛講完人家不犀利就得分了XD,0,0,0,1,0
超跑不能誇🤣,0,0,0,0,1
ace,0,0,0,1,0
卡拉來了 ace來了,1,0,0,1,0
ace!!!!,0,0,0,1,0
Carla: 我自己來,1,0,0,0,0
⚡⚡⚡,0,0,0,0,1
台電⚡⚡⚡⚡,0,0,0,0,1
發球機器,0,0,0,1,0
⚡⚡⚡,0,0,0,0,1
台電抖一下,0,0,0,0,1
卡拉ok要響了,1,0,0,0,0
⚡⚡台電加油,0,0,0,0,1
姿雅好球!! 𦀡媃好球!!,1,0,0,0,0
⚡⚡,0,0,0,0,1
台電水啦,0,0,0,0,1
台電還是太穩定,0,0,0,0,1
舉的好👍,0,0,0,1,0
台電在一分,0,0,0,0,1
台電加油⚡⚡⚡,0,0,0,0,1
超跑攔網要加油了,0,0,0,1,1
不過超跑防守這局真的有起來,0,0,0,1,1
⚡⚡,0,0,0,0,1
⚡⚡⚡,0,0,0,0,1
拚第4局!!超跑加油,0,0,0,0,1
哇嗚台電加油,0,0,0,0,1
要說的話超跑今天的球都接的好急,0,0,0,0,1
幼群好球,1,0,0,0,0
舉球都會來不及,0,0,0,1,0
⚡⚡⚡,0,0,0,0,1
⚡⚡⚡,0,0,0,0,1
台電台電再1分｡,0,0,0,0,1
加油台電,0,0,0,0,1
⚡⚡⚡,0,0,0,0,1
終於攔到一球,0,0,0,1,0
台電加油 大day!!!!,0,0,0,0,1
⚡⚡⚡,0,0,0,0,1
⚡⚡⚡⚡,0,0,0,0,1
⚡⚡⚡,0,0,0,0,1
⚡⚡⚡,0,0,0,0,1
⚡⚡⚡,0,0,0,0,1
怡如:elbowcough:,1,0,0,0,0
Carla 真神,1,0,0,0,0
加油台電🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇,0,0,0,0,1
卡拉好厲害,1,0,0,0,0
卡拉好累r,1,0,0,0,0
卡拉怎麼了,1,0,0,0,0
卡拉真的超拚,1,0,0,0,0
卡拉好累,1,0,0,0,0
卡拉神救球,1,0,0,1,0
卡拉: 還來啊？,1,0,0,0,0
把詹佳茵換,1,0,0,0,0
換人吧，不要拼到受傷qq,0,0,0,1,0
卡拉ㄒㄧㄠㄎㄛㄌㄜ,1,0,0,0,0
素琴呢,1,0,0,0,0
卡拉不OK了,1,0,0,0,0
素琴確診,1,0,0,0,0
超跑加油!!!!,0,0,0,0,1
換掉詹佳茵,1,0,0,0,0
卡拉拚了!!!,1,0,0,0,0
把卡拉換下去,1,0,0,0,0
幼群水,1,0,0,0,0
卡拉好拚,1,0,0,0,0
不換嗎 接球都有點不穩了,0,0,0,1,0
接發可能會爆,0,0,0,1,0
卡拉:還來 哭阿,1,0,0,0,0
卡拉又倒地 辛苦了QQ,1,0,0,0,0
卡拉接發還是很重要,1,0,0,1,0
⚡⚡⚡,0,0,0,0,1
⚡⚡⚡,0,0,0,0,1
台電加油加油,0,0,0,0,1
卡拉加油!!!!,1,0,0,0,0
卡拉卡拉,1,0,0,0,0
哇噻他發球得分,0,0,0,1,0
ACE,0,0,0,1,0
卡拉這局mvp,1,0,0,0,0
竟然用ACE收掉,0,0,0,1,0
這局真的靠卡拉了,1,0,0,0,0
幼群我愛妳,1,0,0,0,0
卡拉苦肉計大成功,1,0,0,0,0
卡拉要羞吧,1,0,0,0,0
卡拉奮戰精神有帶動到全隊,1,0,0,0,0
台電加油 今天好好看！,0,0,0,0,1
可惜台電最後鬆了,0,0,0,0,1
教練怎麼沒關心一下,0,1,0,0,0
卡拉精神超級棒~~~,1,0,0,0,0
卡拉正在冰敷,1,0,0,0,0
真ㄉ是特斯拉X)，一二局太電覆電，第三局超跑充電XD,0,0,0,0,1
要看卡拉下，還有沒有人可以接發,1,0,0,1,0
卡拉超拼 這個外援真的超值,1,0,0,0,0
被卡拉逆轉了,1,0,0,0,0
不然卡拉應該也是下不了,1,0,0,0,0
有卡拉這樣不放棄的精神~~其他人一定也會拚！！！,1,0,0,0,0
歆媛和幼群吧,1,0,0,0,0
卡拉接發的必要性太大了,1,0,0,1,0
超跑沒什麼邊攻手了,0,0,0,0,1
Respect 卡拉,1,0,0,0,0
卡拉66665,1,0,0,0,0
卡拉超帥😍,1,0,0,0,0
🍊🍊🍊🍊🍊,0,0,0,0,1
🍊🍊🍊🍊🍊,0,0,0,0,1
⚡⚡⚡⚡,0,0,0,0,1
🍊🍊🍊🍊🍊,0,0,0,0,1
台電加油,0,0,0,0,1
台電~台電~台電~+U+U+U,0,0,0,0,1
高歆媛今天有受重用耶 之前上場時間比John cena還短,1,0,0,0,0
超跑的防守,0,0,0,1,1
極速超跑第四局有戲嗎,0,0,0,0,1
阿敏的手法,1,0,0,0,0
多給阿雅,1,0,0,0,0
佳茵很好啊,1,0,0,0,0
佳茵比柔安好很多了,1,0,0,0,0
佳茵接很好,1,0,0,0,0
球評都說今天佳茵不錯了,1,0,0,0,0
🍊🍊🍊🍊🍊,0,0,0,0,1
卡拉好球,1,0,0,0,0
擁抱一下武士教練 場上對手場下好朋友❤,0,1,0,0,0
佳茵 這兩場穩定很多,1,0,0,0,0
超跑加油 咬住啊,0,0,0,0,1
超跑這幾顆接發又爆炸了,0,0,0,1,1
攻擊好像改變了,0,0,0,1,0
防守接發又亂了,0,0,0,1,0
不是接發問題,0,0,0,1,0
沒那麼容易後排,0,0,0,1,0
台電加油🫶🏻,0,0,0,0,1
防守......,0,0,0,1,0
超跑加油💪,0,0,0,0,1
我記得之前賽季 阿非有陣子打後排蠻有效的,0,0,0,1,0
一攻打不死就是送防守反撃給別人了,0,0,0,1,0
鄭教練每次講話都好激動XD 像在跟小朋友講話XD,0,1,0,0,0
我懂鄭教練的怒 溝通 💪,0,1,0,0,0
接發沒什麼問題，重點是第二波之後就會放掉,0,0,0,1,0
接發基本功…,0,0,0,1,0
鄭教練說得很好,0,1,0,0,0
⚡😍,0,0,0,0,1
覺得超跑今天沒能像昨天這麼整場都集中精神,0,0,0,0,1
⚡⚡⚡💪💪💪,0,0,0,0,1
超跑要咬住,0,0,0,0,1
超跑攔網有跟到囉,0,0,0,1,1
什麼時候能看超跑的第二位舉球員 好美～,1,0,0,1,1
因為防守守不到，氣就上不來,0,0,0,1,0
自己的攻擊失誤還是不少,0,0,0,1,0
舉得太短了,0,0,0,1,0
沒舉好,0,0,0,1,0
要換舉球吧,0,0,0,1,0
接發問題很大啊,0,0,0,1,0
連續兩球都沒舉好,0,0,0,1,0
蠻期待另外一位舉球的，覺得欒看起來快要累死了...,0,0,0,1,0
接不好，舉球移位太多，就舉壞了,0,0,0,1,0
另一位舉球舉得更恐佈....,0,0,0,1,0
超跑加油,0,0,0,0,1
感覺超跑舉球想靠速度，可是攻擊手跟不上,0,0,0,1,1
國外的舉球其實更不容易配合，國內攻擊手的身材跟攻擊方式差異太大,0,0,0,1,0
所以欒妤雯這局只有快攻舉的比較好,1,0,0,1,0
台電真的會守,0,0,0,0,1
最主要攔網抓得很死,0,0,0,1,0
魚丸這句的快攻還是稍短一點，是快攻夠高可以點過去,1,0,0,1,0
所以後排防守就簡單多,0,0,0,1,0
上年塞爾維亞的舉球其實很不錯了 就是今年了續約了,0,0,0,1,0
但幾乎都沒休息的狀況，想像魚丸也盡力了,1,0,0,0,0
菀芸今天防守超棒,1,0,0,1,0
超跑今天怎麼,0,0,0,0,1
都被吸到前排去了,0,0,0,1,0
昨天台電被打傻，今天換超跑被打傻了😂,0,0,0,0,1
發現卡拉都是打大斜線,1,0,0,0,0
菀芸嚇到了,1,0,0,0,0
菀芸都定位好了,1,0,0,0,0
超跑能拿下一局不錯了,0,0,0,0,1
超跑太慘了吧～,0,0,0,0,1
打球線路跟舉球質量有關係吧,0,0,0,1,0
超跑😮‍💨,0,0,0,0,1
菀芸好棒,1,0,0,0,0
超跑之前的舉球Cirovic今年亞俱盃還得了MVP,1,0,0,1,1
希望以後還有機會看到宛芸打攻擊，蠻懷念的,0,0,0,1,0
菀芸躲避球成功,1,0,0,0,0
超跑開始休息了嗎,0,0,0,0,1
卡拉終於可以下去休一下了,1,0,0,0,0
超跑防守信心沒了,0,0,0,1,1
但一傳不好 舉球再好也無法QQ,0,0,0,1,0
超跑賺到,0,0,0,0,1
Cika上一季在哈薩克的球隊，所以是打亞俱盃,0,0,0,0,1
超跑是昨天打累了嗎,0,0,0,0,1
今天台電戰術成功，厲害了。,0,0,0,0,1
哇 幼群真敢打,1,0,0,0,0
Cika的攔網 印象蠻深刻的有很有壓制力,0,0,0,1,0
李姿瑩都沒上 懷念,1,0,0,0,0
菀芸可能也會上訪問,1,0,0,0,0
菀芸好神,1,0,0,0,0
真的是只有快攻舉的到,0,0,0,1,0
未來的台電自由女神,0,0,0,1,1
阿敏是不是很久沒打這麼開了啊？,1,0,0,0,0
看來等等要來訪問瀞萱跟菀芸了,1,0,0,0,0
台電今天救了很多球，黃靜萱，發球很厲害,0,0,0,1,1
⚡💚,0,0,0,0,1
我猜今天是訪宛芸和阿敏,1,0,0,0,0
又是菀芸,1,0,0,0,0
宛芸救的超漂亮,0,0,0,1,0
台電好球,0,0,0,0,1
恭壴台電,0,0,0,0,1
宛芸轉自由看起來超級適應,0,0,0,1,0
恭喜台電,0,0,0,0,1
超跑今天防守跟攻擊都組不起來,0,0,0,1,1
許惠瑩為什麼都沒上,1,0,0,0,0
佳茵守的不錯，希望可以常上場,1,0,0,0,0
恭喜台電、辛苦🚗,0,0,0,0,1
佳茵好像是暫代素琴 不確定素琴回來會不會還繼續當自由,1,0,0,1,0
恭喜台電⚡⚡⚡,0,0,0,0,1
佳茵守得比較好耶XD,1,0,0,0,0
阿敏（或姿雅）和宛芸,1,0,0,0,0
超跑今天攻擊不佳，接發球又接的不夠理想，壓力下打不好,0,0,0,1,1
應該就是大家猜的阿敏跟菀芸吧,1,0,0,0,0
不要這樣 素琴應該在聊天室潛水 😆,1,0,0,0,0
我猜可能有教練！(被圍),0,1,0,0,0
阿敏跟姿雅,1,0,0,0,0
阿敏、姿雅,1,0,0,0,0
真的有教練欸,0,1,0,0,0
菀芸呢,1,0,0,0,0
阿雅～～❤,1,0,0,0,0
阿雅也打得很好 應該的,1,0,0,0,0
今天姿雅就是以前全盛時期的樣子,1,0,0,0,0
對欸 好像有點久沒看到姿雅這樣了,1,0,0,0,0
以前跟小毛分台電半邊天的,0,0,0,0,1
"阿敏高度夠, 穩定度也不錯, 應該是要排先發",1,0,0,0,0
姿雅最盛時期感覺是在中纖，但她狀況好真的還是很強~,1,0,0,0,1
姿雅之前在中纖的時候球很大部分都是給他😂,1,0,0,0,1
在中纖是得分后 到台電攻擊點多自然比較沒那麼多分,0,0,0,1,1
卡拉好好養傷,1,0,0,0,0
今天台電要把氣出在conti了嗎?,0,0,0,0,1
太陽神……加油加油,0,0,0,0,1
太陽神要斷電了,0,0,0,0,1
🌞加油😭😭😭,0,0,0,0,1
台電雙塔,0,0,0,0,1
⚡💪🏐☀💪,0,0,0,0,1
今天看點 嬸嬸怎麼單摳小高跟宗軒 XD,1,0,0,0,0
請問小編愛山林的4號黃珮甄他的生日是幾年幾號幾日生日,1,0,0,0,1
台電加油，太陽神加神，大家都加油,0,0,0,0,1
請問小編愛山林的4號黃珮甄他的生日是幾年幾號幾日生日,1,0,0,0,1
太陽神你不拚速度就拚不贏雙塔,0,0,0,0,1
嬸的日常211,1,0,0,0,0
請問小編愛山林的4號黃珮甄他的生日是幾年幾號幾日生日,1,0,0,0,1
嬸嬸今天目標3顆攔網🤣,1,0,0,1,0
高偉誠頭髮長超快,1,0,0,0,0
太陽神加油吧,0,0,0,0,1
台電加油,0,0,0,0,1
⚡💪🏐☀💪,0,0,0,0,1
佳軒！🫶,1,0,0,0,0
昨天連董快要瘋掉,0,1,0,0,0
嬸嬸的高光時刻,1,0,0,0,0
嬸的歷史紀錄,1,0,0,0,0
台中太陽神加油💪,0,0,0,0,1
宗諭回來了,1,0,0,0,0
阿甘 哇,1,0,0,0,0
阿甘先發！,1,0,0,0,0
太陽神教練團要世代交替了嗎XD,0,1,0,0,1
連董是連莊的什麼人？,1,1,0,0,1
阿良保重🥹,1,0,0,0,0
阿甘先發!!!,1,0,0,0,0
阿甘先發耶！,1,0,0,0,0
可慧快來幫你哥加油,1,0,0,0,0
連莊大Boss....,1,0,0,0,1
良哥不舒服🥲,1,0,0,0,0
連董是連莊的大殺器...,1,1,0,0,1
先苦後甘,1,0,0,0,0
今天是先甘吧 😆,1,0,0,0,0
黃珮甄生日 2004/03/02,1,0,0,0,0
阿甘好球！,1,0,0,0,0
攔網牆！,0,0,0,1,0
阿甘可以餒,1,0,0,0,0
不行啊甘明修太高,1,0,0,0,0
先甘後甘 甘啦！,1,0,0,0,0
那就先甘後甜,1,0,0,0,0
小高可以啦,1,0,0,0,0
小高航空,1,0,0,0,0
宜暉好球！,1,0,0,0,0
阿焦加油,1,0,0,0,0
阿焦換小胖拜託了,1,0,0,0,0
Left handed middle blocker,0,0,0,1,0
小高浪費了一球,1,0,0,0,0
阿甘是以為打飛了嗎😂,1,0,0,0,0
他是想推後排啦,0,0,0,1,0
小高宗軒加油！！,1,0,0,0,0
剛剛那球好像落地了 ?,0,0,0,1,0
嬸還要身兼自由是吧,1,0,0,1,0
明修不要爆🥹,1,0,0,0,0
太陽神加油,0,0,0,0,1
⚡💪🏐☀💪,0,0,0,0,1
:face-turquoise-covering-eyes:,0,0,0,1,0
好奇的問一下 如果今天台電打輸 明天太陽神打輸連莊 全部都1勝1敗 這樣誰會被淘汰,1,0,0,0,1
挑戰失敗,0,0,1,0,0
太陽神粉好多,0,0,0,0,1
:body-green-covering-eyes:,0,0,0,1,0
挑戰賽積分是看得分數嗎,0,0,1,1,0
詹！,1,0,0,0,0
太陽神補位啊,0,0,0,0,1
旻翰之光！,1,0,0,0,0
等小胖上場,1,0,0,0,0
太陽神不行啊,0,0,0,0,1
該換人了吧,0,0,0,1,0
太陽神打得好不專心,0,0,0,0,1
李佳軒加油,1,0,0,0,0
主播每次唉呀呀呀，覺得觀看時會受影響,0,0,1,0,0
Sunny,1,0,0,0,0
太陽神加油團好像男版超跑,0,0,0,0,1
太陽神是男隊超跑,0,0,0,0,1
阿甘望天哈哈哈哈哈,1,0,0,0,0
阿焦攔阿甘！,1,0,0,1,0
蔡沛彰！！,1,0,0,0,0
攔網都好頂,0,0,0,1,0
沛彰😍,1,0,0,0,0
後排漏掉,0,0,0,1,0
宗軒！,1,0,0,0,0
焦就是蔡幼群 小高是卡拉,1,0,0,0,0
宗軒好球,1,0,0,0,0
宗軒得分,1,0,0,1,0
宗軒帥啊,1,0,0,0,0
吳宗軒好球,1,0,0,0,0
不過太陽神今天比較有回來水準,0,0,0,0,1
小高準備起飛了吧,1,0,0,0,0
紋誠大炮,1,0,0,0,0
卡拉防守很好耶 你確定? 😆,1,0,0,1,0
那個雙塔連布萊恩都躲不過,1,0,0,0,0
佳軒好球！,1,0,0,0,0
⚡💪🏐☀💪,0,0,0,0,1
佳軒好球 我要哭了🥹,1,0,0,0,0
佳軒一直跑,1,0,0,0,0
小高好球😍,1,0,0,0,0
太陽神現在不全力就要輸了,0,0,0,0,1
誰能不愛宜暉！,1,0,0,0,0
林宜輝是林錦龍的哥哥嗎,1,0,0,0,0
宗軒水啦,1,0,0,0,0
宗軒讚,1,0,0,0,0
宗軒！！,1,0,0,0,0
宗軒好球,1,0,0,0,0
今天太陽神接發有變好,0,0,0,1,1
宜暉好球！,1,0,0,0,0
快攻攔不住欸,0,0,0,1,0
林宜輝是林錦龍的哥哥嗎,1,0,0,0,0
跟林謙也是喔,1,0,0,0,0
宜暉粉再來的路上了,1,0,0,0,0
宜暉鐵粉今天倒是沒來 XD,1,0,0,0,0
⚡💪🏐☀💪,0,0,0,0,1
林錦龍其實是林佳龍的弟弟啦,1,0,0,0,0
宜輝是錦龍的堂哥的樣子,1,0,0,0,0
阿甘穩一發！,1,0,0,0,0
OMG Taipower no. 19 ♥,1,0,0,0,1
他應該沒有忘記宜暉ㄅㄚ˙,1,0,0,0,0
阿甘 今天發球 ...XDD,1,0,0,1,0
阿良狀況不太好😭,1,0,0,0,0
來了 宜暉粉絲來了,1,0,0,0,0
正良好像腳跟身體都不舒服🥲,1,0,0,0,0
宜暉的粉 我真的哭死,1,0,0,0,0
宜暉鐵粉真的很鐵,1,0,0,0,0
甘明修請加油,1,0,0,0,0
哇 台電發球真的失誤不少,0,0,0,1,1
小胖加油,1,0,0,0,0
小胖上線,1,0,0,0,0
太陽神加油啊😙😙,0,0,0,0,1
台電球童很漂亮,0,0,0,0,1
我們沛彰啊啊啊啊,1,0,0,0,0
詹敏漢大學讀哪所啊,1,0,0,0,0
Yi-Hui Lin ♥ Taipower no. 19,1,0,0,1,1
紋誠好球🔥,1,0,0,0,0
台電攔網真的是像一道牆,0,0,0,1,1
鐵壁宜暉,1,0,0,0,0
快攻好傷 兩邊有差距,0,0,0,1,0
莊教練！！！🫶🫶🫶🫶,1,1,0,0,0
宜暉鐵粉來了,1,0,0,0,0
太陽神要跟連莊一樣了,1,0,0,0,1
詹敏漢大學是哪所,1,0,0,0,0
小高站出來😤,1,0,0,0,0
Now I have seen the Champion Team here. Taipower ♥,0,0,0,0,1
三人攔網！,0,0,0,1,0
Ming 有上?,0,0,0,1,0
阿甘！,1,0,0,0,0
嬸好球！,1,0,0,0,0
嬸嬸的腰會不會太好,1,0,0,0,0
嬸嬸啊～,1,0,0,0,0
甘Touch out,1,0,0,0,0
太陽神加油！！！！！！,0,0,0,0,1
小高斷電,1,0,0,0,1
又要來尋找冷凍食品-昭銘了,1,0,0,0,0
小高航空～,1,0,0,0,0
小高運氣很好捏,1,0,0,0,0
小高好球,1,0,0,0,0
比布萊恩好多了,1,0,0,0,0
宜暉！！,1,0,0,0,0
小高再來再來,1,0,0,0,0
宜暉!!!!!!,1,0,0,0,0
小高always硬打欸,1,0,0,0,0
⚡💪🏐☀💪,0,0,0,0,1
林韋翔在彰師嚕,1,0,0,0,0
宗軒阿,1,0,0,0,0
韋翔豐商畢業在彰師ㄌ,1,0,0,0,0
ACE,0,0,0,1,0
許 ACE!!!,0,0,0,1,0
⚡⚡⚡⚡⚡⚡⚡⚡,0,0,0,0,1
跟連莊一模一樣,1,0,0,0,1
莊教練回歸 太陽神今日有醒著,1,1,0,0,1
小高ㄘㄨㄟ蕊,1,0,0,0,0
小高原地飛,1,0,0,0,0
笑死 嬸捂臉🤦‍♂,1,0,0,0,0
我覺得比連莊好欸 連莊昨天中邪,1,0,0,0,1
小高航空的,1,0,0,0,0
宜暉好球！！,1,0,0,0,0
宜暉百分百,1,0,0,0,0
太陽神不要讓了,0,0,0,0,1
莊教練在應該不太容易中邪,1,1,0,0,0
小高🥰,1,0,0,0,0
阿甘打到美國了哈哈哈哈哈,1,0,0,0,0
小高提醒要放鬆一點哈哈,1,0,0,0,0
茂聰！！！,1,0,0,0,0
失誤很傷呀,0,0,0,1,0
抓到剛剛是林韋翔發球螢幕顯示昱丞,1,0,0,1,0
失誤太多,0,0,0,1,0
甘 賺到,1,0,0,0,0
失誤重傷啊,0,0,0,1,0
失誤太多,0,0,0,1,0
:eyes-purple-crying:,0,0,0,1,0
⚡💪🏐☀💪,0,0,0,0,1
小高日常.,1,0,0,0,0
小高的跳發真的要練,1,0,0,0,0
宗軒小高穩一點,1,0,0,0,0
Thank you Hop Sports for bringing Taiwan Volleyball to international audiences. 👍♥,0,0,0,1,0
⚡💪🏐☀💪,0,0,0,0,1
小高跳發真的哎,1,0,0,0,0
局末交給昭明了吧,0,0,0,1,0
整個攔網空掉,0,0,0,1,0
台電自由真的牆阿,0,0,0,1,1
兩隊差距在攔網,0,0,0,1,0
攔網組織不起來啊,0,0,0,1,0
tomorrow pa laban nila Bagunas,1,0,0,0,0
太陽神加油啊,0,0,0,0,1
太陽神快攻不夠強,0,0,0,1,1
sana manalo winstreak bukas,0,0,0,1,0
Si Taipower no. 19 naman ang favorite ko ♥,1,0,0,0,1
不愧是江教練，台電欄中實力才這麼強,0,1,0,0,1
快攻才能突破,0,0,0,1,0
沒想到這場也需要雙語 除了宜暉鐵粉也有別人,1,0,0,0,0
太陽神加油💪加油,0,0,0,0,1
莊教練表示：蛤什麼食品？那不是冰箱結霜嗎？,1,1,0,0,0
感覺太陽神快攻都沒什麼掩護的效果，台電才會一直攔網得分,0,0,0,1,1
李佳軒加油,1,0,0,0,0
高得益舉球這麼有料 確定要一直候補？,1,0,0,1,0
高舉的真的不錯,0,0,0,1,0
好歹 冷凍食品可是有終結過台電的男人,0,0,0,0,1
小高加油,1,0,0,0,0
宗軒加油,1,0,0,0,0
7號昭銘,1,0,0,0,0
佳軒🫶,1,0,0,0,0
希望未來明星賽能辦混排 想看戴如謙跟陳姿雅,1,0,0,0,0
李佳軒有點像高橋藍,1,0,0,0,0
阿焦加油,1,0,0,0,0
應該不太容易退冰 都過期很久了:face-purple-crying::face-purple-crying:,0,0,0,1,0
:face-purple-crying:,0,0,0,1,0
剩沒幾場了，還不試試看:face-blue-smiling:,0,0,0,1,0
昭明跟呂姜之前同隊,1,0,0,0,0
台電的失誤😭,0,0,0,1,1
攻擊率同步！,0,0,0,1,0
太陽神太多失誤啦,0,0,0,1,1
Yi-Hui Lin ♥ Taipower no. 19,1,0,0,1,1
⚡💪🏐☀💪,0,0,0,0,1
抱歉呂姜是在連莊嗎,1,0,0,0,1
還是太陽神,0,0,0,0,1
就算小高狀態不好也很少讓他上,1,0,0,0,0
連莊,1,0,0,0,1
冷凍食品=昭銘 在板凳區一直上不了檯面如同放在冷凍櫃忘記的食品,1,0,0,0,0
球員呂姜在連莊,1,0,0,0,1
Yi-Hui Lin ♥ Taipower no. 19,1,0,0,1,1
宜暉好球！,1,0,0,0,0
宜暉啊！,1,0,0,0,0
呂姜高中跟宗軒跟雙胞胎同隊,1,0,0,0,0
阿甘上場耶 他打副功?,1,0,0,0,0
阿甘重炮！,1,0,0,0,0
這麼多人集氣是 昭銘算隊伍內防守能力佳的,1,0,0,1,0
不像副攻:face-blue-smiling:,0,0,0,1,0
阿甘打副,1,0,0,0,0
甘彈,1,0,0,0,0
得分率很高,0,0,0,1,0
紋誠啊！,1,0,0,0,0
Yi-Hui Lin ♥ Taipower no. 19,1,0,0,1,1
昭銘上場大家都會追著他發球的,1,0,0,1,0
許文成為什麼不打國家隊啊,1,0,0,0,0
紋誠好球！,1,0,0,0,0
Ming很強啊🥹被冰超久🥲🥲,0,0,0,1,0
Yi-Hui Lin ♥ Taipower no. 19,1,0,0,1,1
⚡💪🏐☀💪,0,0,0,0,1
紋誠太帥,1,0,0,0,0
大家普遍都是這樣想 但只有教練讓他上場止血看看的機會都沒給XD,0,1,0,0,0
而且還有一點是昭銘會以教練角度去思考補位 站位 配球,1,1,0,1,0
超少看到ming 上場,0,0,0,1,0
許文成實力應該可以打國家隊先發,1,0,0,0,0
阿甘好球！,1,0,0,0,0
紋誠沒選上啊,1,0,0,0,0
宜暉發球也很強,1,0,0,1,0
阿甘！,1,0,0,0,0
又被拉開囉 太陽神振作,0,0,0,0,1
因為他攻擊不夠小高強 防又不夠小胖好,1,0,0,1,0
為什麼紋誠不是國家隊,1,0,0,0,0
太陽神唯一的弱點就是防守太薄弱 卻不給昭銘上來,1,0,0,1,1
The POWER of Taipower 💪♥,0,0,0,0,1
⚡💪🏐☀💪,0,0,0,0,1
紋誠實力可以打吧,1,0,0,0,0
換小胖拜託,1,0,0,0,0
要防守的教練會上小胖,1,1,0,1,0
Yi-Hui Lin ♥ Taipower no. 19,1,0,0,1,1
太陽一定要贏明天打連莊才穩,1,0,0,0,1
宜暉粉 真的我哭死,1,0,0,0,0
宗軒要拚了,1,0,0,0,0
200長人快攻,0,0,0,1,0
太陽神要麻煩了,0,0,0,0,1
:face-orange-biting-nails:,0,0,0,1,0
Is this in Taipei?,0,0,0,1,0
太陽神加油,0,0,0,0,1
